"code","name_it","name_en","parent_code","level","classification_system"
"08.12","Estrazione di ghiaia, sabbia, argilla e caolino","Operation of gravel and sand pits and mining of clay and kaolin","08.1","4","NACE"
"08.91","Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti","Mining of chemical and fertiliser minerals","08.9","4","NACE"
"08.92","Estrazione di torba","Extraction of peat","08.9","4","NACE"
"08.93","Estrazione di sale","Extraction of salt","08.9","4","NACE"
"08.99","Altre attività estrattive n.c.a.","Other mining and quarrying n.e.c.","08.9","4","NACE"
"09.10","Attività di supporto all'estrazione di petrolio e gas naturale","Support activities for petroleum and natural gas extraction","09.1","4","NACE"
"09.90","Attività di supporto ad altre attività estrattive","Support activities for other mining and quarrying","09.9","4","NACE"
"10.11","Lavorazione e conservazione di carne, esclusa la carne di volatili","Processing and preserving of meat, except of poultry meat","10.1","4","NACE"
"10.12","Lavorazione e conservazione di carne di volatili","Processing and preserving of poultry meat","10.1","4","NACE"
"10.13","Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili","Production of meat and poultry meat products","10.1","4","NACE"
"10.20","Lavorazione e conservazione di pesce, crostacei e molluschi","Processing and preserving of fish, crustaceans and molluscs","10.2","4","NACE"
"10.31","Lavorazione e conservazione di patate","Processing and preserving of potatoes","10.3","4","NACE"
"10.32","Produzione di succhi a base di frutta e ortaggi","Manufacture of fruit and vegetable juice","10.3","4","NACE"
"10.39","Altre attività di lavorazione e conservazione di frutta e ortaggi","Other processing and preserving of fruit and vegetables","10.3","4","NACE"
"10.41","Produzione di oli e grassi","Manufacture of oils and fats","10.4","4","NACE"
"10.42","Produzione di margarina e di grassi alimentari simili","Manufacture of margarine and similar edible fats","10.4","4","NACE"
"10.51","Produzione di prodotti lattiero-caseari","Manufacture of dairy products","10.5","4","NACE"
"10.52","Produzione di gelati","Manufacture of ice cream and other edible ice","10.5","4","NACE"
"10.61","Lavorazione di granaglie","Manufacture of grain mill products","10.6","4","NACE"
"10.62","Produzione di amidi e di prodotti amidacei","Manufacture of starches and starch products","10.6","4","NACE"
"10.71","Produzione di pane; produzione di prodotti di pasticceria freschi","Manufacture of bread; manufacture of fresh pastry goods and cakes","10.7","4","NACE"
"10.72","Produzione di fette biscottate, biscotti, prodotti di pasticceria conservati","Manufacture of rusks, biscuits, preserved pastries and cakes","10.7","4","NACE"
"10.73","Produzione di prodotti farinacei","Manufacture of farinaceous products","10.7","4","NACE"
"10.81","Produzione di zucchero","Manufacture of sugar","10.8","4","NACE"
"10.82","Produzione di cacao, cioccolato, caramelle e confetterie","Manufacture of cocoa, chocolate and sugar confectionery","10.8","4","NACE"
"10.83","Lavorazione di tè e caffè","Processing of tea and coffee","10.8","4","NACE"
"10.84","Produzione di condimenti e spezie","Manufacture of condiments and seasonings","10.8","4","NACE"
"10.85","Produzione di pasti e piatti preparati","Manufacture of prepared meals and dishes","10.8","4","NACE"
"10.86","Produzione di preparati omogeneizzati e di alimenti dietetici","Manufacture of homogenised food preparations and dietetic food","10.8","4","NACE"
"10.89","Produzione di altri prodotti alimentari n.c.a.","Manufacture of other food products n.e.c.","10.8","4","NACE"
"10.91","Produzione di mangimi per l'alimentazione degli animali da allevamento","Manufacture of prepared feeds for farm animals","10.9","4","NACE"
"10.92","Produzione di prodotti per l'alimentazione degli animali da compagnia","Manufacture of prepared pet foods","10.9","4","NACE"
"11.01","Distillazione, rettifica e miscelatura di alcolici","Distilling, rectifying and blending of spirits","11.0","4","NACE"
"11.02","Produzione di vini da uve","Manufacture of wine from grape","11.0","4","NACE"
"11.03","Produzione di sidro e di altre bevande fermentate a base di frutta","Manufacture of cider and other fermented fruit beverages","11.0","4","NACE"
"11.04","Produzione di altre bevande fermentate non distillate","Manufacture of other non-distilled fermented beverages","11.0","4","NACE"
"11.05","Produzione di birra","Manufacture of beer","11.0","4","NACE"
"11.06","Produzione di malto","Manufacture of malt","11.0","4","NACE"
"11.07","Produzione di bibite analcoliche e di acque in bottiglia","Manufacture of soft drinks and bottled waters","11.0","4","NACE"
"12.00","Produzione di prodotti del tabacco","Manufacture of tobacco products","12.0","4","NACE"
"13.10","Preparazione e filatura di fibre tessili","Preparation and spinning of textile fibres","13.1","4","NACE"
"13.20","Tessitura","Weaving of textiles","13.2","4","NACE"
"13.30","Finissaggio dei tessili","Finishing of textiles","13.3","4","NACE"
"13.91","Fabbricazione di tessuti a maglia e all'uncinetto","Manufacture of knitted and crocheted fabrics","13.9","4","NACE"
"13.92","Fabbricazione di tessili per la casa e l'arredo","Manufacture of household textiles and made-up furnishing articles","13.9","4","NACE"
"13.93","Fabbricazione di tappeti e moquette","Manufacture of carpets and rugs","13.9","4","NACE"
"13.94","Fabbricazione di spago, corde, funi e reti","Manufacture of cordage, rope, twine and netting","13.9","4","NACE"
"13.95","Fabbricazione di tessuti non-tessuti e di articoli in tessuto non-tessuto","Manufacture of non-wovens and non-woven articles","13.9","4","NACE"
"13.96","Fabbricazione di altri tessuti per uso tecnico e industriale","Manufacture of other technical and industrial textiles","13.9","4","NACE"
"13.99","Fabbricazione di altri prodotti tessili n.c.a.","Manufacture of other textiles n.e.c.","13.9","4","NACE"
"14.10","Fabbricazione di articoli a maglia e all'uncinetto","Manufacture of knitted and crocheted apparel","14.1","4","NACE"
"14.21","Fabbricazione di abbigliamento esterno","Manufacture of outerwear","14.2","4","NACE"
"14.22","Fabbricazione di biancheria intima","Manufacture of underwear","14.2","4","NACE"
"14.23","Fabbricazione di indumenti da lavoro","Manufacture of workwear","14.2","4","NACE"
"14.24","Fabbricazione di abbigliamento in pelle e in pelliccia","Manufacture of leather clothes and fur apparel","14.2","4","NACE"
"14.29","Fabbricazione di altri articoli di abbigliamento e accessori n.c.a.","Manufacture of other wearing apparel and accessories n.e.c.","14.2","4","NACE"
"15.11","Concia, tintura e rifinizione di pelli, cuoi e pellicce","Tanning, dressing, dyeing of leather and fur","15.1","4","NACE"
"15.12","Fabbricazione di articoli da viaggio, borse, pelletteria e selleria di qualsiasi materiale","Manufacture of luggage, handbags, saddlery and harness of any material","15.1","4","NACE"
"15.20","Fabbricazione di calzature","Manufacture of footwear","15.2","4","NACE"
"16.11","Taglio e piallatura del legno","Sawmilling and planing of wood","16.1","4","NACE"
"16.12","Lavorazione e finitura del legno","Processing and finishing of wood","16.1","4","NACE"
"16.21","Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno","Manufacture of veneer sheets and wood-based panels","16.2","4","NACE"
"16.22","Fabbricazione di pavimenti di legno con elementi pre-assemblati","Manufacture of assembled parquet floors","16.2","4","NACE"
"16.23","Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia","Manufacture of other builders' carpentry and joinery","16.2","4","NACE"
"16.24","Fabbricazione di imballaggi in legno","Manufacture of wooden containers","16.2","4","NACE"
"16.25","Fabbricazione di porte e finestre in legno","Manufacture of doors and windows of wood","16.2","4","NACE"
"16.26","Produzione di combustibili solidi da biomassa vegetale","Manufacture of solid fuels from vegetable biomass","16.2","4","NACE"
"16.27","Finitura di prodotti in legno","Finishing of wooden products","16.2","4","NACE"
"16.28","Fabbricazione di altri prodotti in legno e articoli in sughero, paglia e materiali da intreccio","Manufacture of other products of wood and articles of cork, straw and plaiting materials","16.2","4","NACE"
"17.11","Fabbricazione di pasta-carta","Manufacture of pulp","17.1","4","NACE"
"17.12","Fabbricazione di carta e cartone","Manufacture of paper and paperboard","17.1","4","NACE"
"17.21","Fabbricazione di carta, cartone ondulato e di imballaggi di carta e cartone","Manufacture of corrugated paper, paperboard and containers of paper and paperboard","17.2","4","NACE"
"17.22","Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa","Manufacture of household and sanitary goods and of toilet requisites","17.2","4","NACE"
"17.23","Fabbricazione di prodotti cartotecnici","Manufacture of paper stationery","17.2","4","NACE"
"17.24","Fabbricazione di carta da parati","Manufacture of wallpaper","17.2","4","NACE"
"17.25","Fabbricazione di altri articoli di carta e cartone","Manufacture of other articles of paper and paperboard","17.2","4","NACE"
"18.11","Stampa di giornali","Printing of newspapers","18.1","4","NACE"
"18.12","Altra stampa","Other printing","18.1","4","NACE"
"18.13","Lavorazioni preliminari alla stampa e ai media","Pre-press and pre-media services","18.1","4","NACE"
"18.14","Legatoria e servizi connessi","Binding and related services","18.1","4","NACE"
"18.20","Riproduzione di supporti registrati","Reproduction of recorded media","18.2","4","NACE"
"19.10","Fabbricazione di prodotti di cokeria","Manufacture of coke oven products","19.1","4","NACE"
"19.20","Fabbricazione di prodotti derivanti dalla raffinazione del petrolio e prodotti da combustibili fossili","Manufacture of refined petroleum products and fossil fuel products","19.2","4","NACE"
"20.11","Fabbricazione di gas industriali","Manufacture of industrial gases","20.1","4","NACE"
"20.12","Fabbricazione di coloranti e pigmenti","Manufacture of dyes and pigments","20.1","4","NACE"
"20.13","Fabbricazione di altri prodotti chimici di base inorganici","Manufacture of other inorganic basic chemicals","20.1","4","NACE"
"20.14","Fabbricazione di altri prodotti chimici di base organici","Manufacture of other organic basic chemicals","20.1","4","NACE"
"20.15","Fabbricazione di fertilizzanti e composti azotati","Manufacture of fertilisers and nitrogen compounds","20.1","4","NACE"
"20.16","Fabbricazione di materie plastiche in forme primarie","Manufacture of plastics in primary forms","20.1","4","NACE"
"20.17","Fabbricazione di gomma sintetica in forme primarie","Manufacture of synthetic rubber in primary forms","20.1","4","NACE"
"20.20","Fabbricazione di fitofarmaci, disinfettanti e altri prodotti chimici per l'agricoltura","Manufacture of pesticides, disinfectants and other agrochemical products","20.2","4","NACE"
"20.30","Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici","Manufacture of paints, varnishes and similar coatings, printing ink and mastics","20.3","4","NACE"
"20.41","Fabbricazione di saponi e detergenti, di prodotti per la pulizia e la lucidatura","Manufacture of soap and detergents, cleaning and polishing preparations","20.4","4","NACE"
"20.42","Fabbricazione di profumi e cosmetici","Manufacture of perfume and toilet preparations","20.4","4","NACE"
"20.51","Produzione di biocarburanti liquidi","Manufacture of liquid biofuels","20.5","4","NACE"
"20.59","Fabbricazione di altri prodotti chimici n.c.a.","Manufacture of other chemical products n.e.c.","20.5","4","NACE"
"20.60","Fabbricazione di fibre sintetiche e artificiali","Manufacture of man-made fibres","20.6","4","NACE"
"21.10","Fabbricazione di prodotti farmaceutici di base","Manufacture of basic pharmaceutical products","21.1","4","NACE"
"21.20","Fabbricazione di medicinali e preparati farmaceutici","Manufacture of pharmaceutical preparations","21.2","4","NACE"
"22.11","Fabbricazione, rigenerazione e ricostruzione di pneumatici e fabbricazione di camere d'aria","Manufacture, retreading and rebuilding of rubber tyres and manufacture of tubes","22.1","4","NACE"
"22.12","Fabbricazione di altri prodotti in gomma","Manufacture of other rubber products","22.1","4","NACE"
"22.21","Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche","Manufacture of plastic plates, sheets, tubes and profiles","22.2","4","NACE"
"22.22","Fabbricazione di imballaggi in materie plastiche","Manufacture of plastic packing goods","22.2","4","NACE"
"22.23","Fabbricazione di porte e finestre in materie plastiche","Manufacture of doors and windows of plastic","22.2","4","NACE"
"22.24","Fabbricazione di articoli in materie plastiche per l'edilizia","Manufacture of builders' ware of plastic","22.2","4","NACE"
"22.25","Lavorazione e finitura di prodotti in materie plastiche","Processing and finishing of plastic products","22.2","4","NACE"
"22.26","Fabbricazione di altri prodotti in materie plastiche","Manufacture of other plastic products","22.2","4","NACE"
"23.11","Fabbricazione di vetro piano","Manufacture of flat glass","23.1","4","NACE"
"23.12","Lavorazione e trasformazione del vetro piano","Shaping and processing of flat glass","23.1","4","NACE"
"23.13","Fabbricazione di vetro cavo","Manufacture of hollow glass","23.1","4","NACE"
"23.14","Fabbricazione di fibre di vetro","Manufacture of glass fibres","23.1","4","NACE"
"23.15","Fabbricazione e lavorazione di altro vetro incluso il vetro per usi tecnici","Manufacture and processing of other glass, including technical glassware","23.1","4","NACE"
"23.20","Fabbricazione di prodotti refrattari","Manufacture of refractory products","23.2","4","NACE"
"23.31","Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti","Manufacture of ceramic tiles and flags","23.3","4","NACE"
"23.32","Fabbricazione di mattoni, tegole e altri prodotti per l'edilizia in terracotta","Manufacture of bricks, tiles and construction products, in baked clay","23.3","4","NACE"
"23.41","Fabbricazione di prodotti in ceramica per usi domestici e ornamentali","Manufacture of ceramic household and ornamental articles","23.4","4","NACE"
"23.42","Fabbricazione di articoli sanitari in ceramica","Manufacture of ceramic sanitary fixtures","23.4","4","NACE"
"23.43","Fabbricazione di isolatori e di pezzi isolanti in ceramica","Manufacture of ceramic insulators and insulating fittings","23.4","4","NACE"
"23.44","Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale","Manufacture of other technical ceramic products","23.4","4","NACE"
"23.45","Fabbricazione di altri prodotti in ceramica","Manufacture of other ceramic products","23.4","4","NACE"
"23.51","Produzione di cemento","Manufacture of cement","23.5","4","NACE"
"23.52","Produzione di calce e gesso","Manufacture of lime and plaster","23.5","4","NACE"
"23.61","Fabbricazione di prodotti in calcestruzzo per l'edilizia","Manufacture of concrete products for construction purposes","23.6","4","NACE"
"23.62","Fabbricazione di prodotti in gesso per l'edilizia","Manufacture of plaster products for construction purposes","23.6","4","NACE"
"23.63","Produzione di calcestruzzo pronto per l'uso","Manufacture of ready-mixed concrete","23.6","4","NACE"
"23.64","Produzione di malta","Manufacture of mortars","23.6","4","NACE"
"23.65","Fabbricazione di prodotti in fibrocemento","Manufacture of fibre cement","23.6","4","NACE"
"23.66","Fabbricazione di altri prodotti in calcestruzzo, cemento e gesso","Manufacture of other articles of concrete, cement and plaster","23.6","4","NACE"
"23.70","Taglio, modellatura e finitura di pietre","Cutting, shaping and finishing of stone","23.7","4","NACE"
"23.91","Fabbricazione di prodotti abrasivi","Manufacture of abrasive products","23.9","4","NACE"
"23.99","Fabbricazione di altri prodotti in minerali non metalliferi n.c.a.","Manufacture of other non-metallic mineral products n.e.c.","23.9","4","NACE"
"24.10","Fabbricazione di ferro, acciaio e ferroleghe","Manufacture of basic iron and steel and of ferro-alloys","24.1","4","NACE"
"24.20","Fabbricazione di tubi, condotti, profilati cavi e relativi raccordi in acciaio","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","24.2","4","NACE"
"24.31","Trafilatura a freddo di barre","Cold drawing of bars","24.3","4","NACE"
"24.32","Laminazione a freddo di nastri","Cold rolling of narrow strip","24.3","4","NACE"
"24.33","Profilatura mediante formatura o piegatura a freddo","Cold forming or folding","24.3","4","NACE"
"24.34","Trafilatura a freddo di fili","Cold drawing of wire","24.3","4","NACE"
"24.41","Produzione di metalli preziosi","Precious metals production","24.4","4","NACE"
"24.42","Produzione di alluminio","Aluminium production","24.4","4","NACE"
"24.43","Produzione di piombo, zinco e stagno","Lead, zinc and tin production","24.4","4","NACE"
"24.44","Produzione di rame","Copper production","24.4","4","NACE"
"24.45","Produzione di altri metalli non ferrosi","Other non-ferrous metal production","24.4","4","NACE"
"24.46","Trattamento di combustibili nucleari","Processing of nuclear fuel","24.4","4","NACE"
"24.51","Fusione di getti in ghisa","Casting of iron","24.5","4","NACE"
"24.52","Fusione di getti in acciaio","Casting of steel","24.5","4","NACE"
"24.53","Fusione di getti in metalli leggeri","Casting of light metals","24.5","4","NACE"
"24.54","Fusione di getti in altri metalli non ferrosi","Casting of other non-ferrous metals","24.5","4","NACE"
"25.11","Fabbricazione di strutture metalliche e di parti di strutture metalliche","Manufacture of metal structures and parts of structures","25.1","4","NACE"
"25.12","Fabbricazione di porte e finestre in metallo","Manufacture of doors and windows of metal","25.1","4","NACE"
"25.21","Fabbricazione di radiatori, generatori di vapore e contenitori in metallo per caldaie per il riscaldamento centrale","Manufacture of central heating radiators, steam generators and boilers","25.2","4","NACE"
"25.22","Fabbricazione di altre cisterne, serbatoi e contenitori in metallo","Manufacture of other tanks, reservoirs and containers of metal","25.2","4","NACE"
"25.30","Fabbricazione di armi e munizioni","Manufacture of weapons and ammunition","25.3","4","NACE"
"25.40","Fucinatura e formatura dei metalli e metallurgia delle polveri","Forging and shaping metal and powder metallurgy","25.4","4","NACE"
"25.51","Rivestimento dei metalli","Coating of metals","25.5","4","NACE"
"25.52","Trattamento termico dei metalli","Heat treatment of metals","25.5","4","NACE"
"25.53","Lavori di meccanica generale dei metalli","Machining of metals","25.5","4","NACE"
"25.61","Fabbricazione di articoli di coltelleria e posateria","Manufacture of cutlery","25.6","4","NACE"
"25.62","Fabbricazione di serrature e cerniere","Manufacture of locks and hinges","25.6","4","NACE"
"25.63","Fabbricazione di utensileria","Manufacture of tools","25.6","4","NACE"
"25.91","Fabbricazione di bidoni in acciaio e di contenitori simili","Manufacture of steel drums and similar containers","25.9","4","NACE"
"25.92","Fabbricazione di imballaggi in metallo leggero","Manufacture of light metal packaging","25.9","4","NACE"
"25.93","Fabbricazione di prodotti fabbricati con fili metallici, catene e molle","Manufacture of wire products, chain and springs","25.9","4","NACE"
"25.94","Fabbricazione di articoli di bulloneria","Manufacture of fasteners and screw machine products","25.9","4","NACE"
"25.99","Fabbricazione di altri prodotti in metallo n.c.a.","Manufacture of other fabricated metal products n.e.c.","25.9","4","NACE"
"26.11","Fabbricazione di componenti elettronici","Manufacture of electronic components","26.1","4","NACE"
"26.12","Fabbricazione di schede elettroniche integrate","Manufacture of loaded electronic boards","26.1","4","NACE"
"26.20","Fabbricazione di computer e unità periferiche","Manufacture of computers and peripheral equipment","26.2","4","NACE"
"26.30","Fabbricazione di apparecchiature per le comunicazioni","Manufacture of communication equipment","26.3","4","NACE"
"26.40","Fabbricazione di prodotti di elettronica di consumo","Manufacture of consumer electronics","26.4","4","NACE"
"26.51","Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione","Manufacture of instruments and appliances for measuring, testing and navigation","26.5","4","NACE"
"26.52","Fabbricazione di orologi","Manufacture of watches and clocks","26.5","4","NACE"
"26.60","Fabbricazione di apparecchiature per irradiazione, elettromedicali ed elettroterapeutiche","Manufacture of irradiation, electromedical and electrotherapeutic equipment","26.6","4","NACE"
"26.70","Fabbricazione di strumenti ottici, supporti magnetici e ottici e apparecchiature fotografiche","Manufacture of optical instruments, magnetic and optical media and photographic equipment","26.7","4","NACE"
"27.11","Fabbricazione di motori, generatori e trasformatori elettrici","Manufacture of electric motors, generators and transformers","27.1","4","NACE"
"27.12","Fabbricazione di apparecchiature per la distribuzione e il controllo dell'elettricità","Manufacture of electricity distribution and control apparatus","27.1","4","NACE"
"27.20","Fabbricazione di batterie e accumulatori","Manufacture of batteries and accumulators","27.2","4","NACE"
"27.31","Fabbricazione di cavi in fibra ottica","Manufacture of fibre optic cables","27.3","4","NACE"
"27.32","Fabbricazione di altri fili e cavi elettronici ed elettrici","Manufacture of other electronic and electric wires and cables","27.3","4","NACE"
"27.33","Fabbricazione di attrezzature per cablaggio","Manufacture of wiring devices","27.3","4","NACE"
"27.40","Fabbricazione di apparecchiature per l'illuminazione","Manufacture of lighting equipment","27.4","4","NACE"
"27.51","Fabbricazione di elettrodomestici","Manufacture of electric domestic appliances","27.5","4","NACE"
"27.52","Fabbricazione di apparecchi non elettrici per uso domestico","Manufacture of non-electric domestic appliances","27.5","4","NACE"
"27.90","Fabbricazione di altre apparecchiature elettriche","Manufacture of other electrical equipment","27.9","4","NACE"
"28.11","Fabbricazione di motori e turbine, esclusi i motori per aeromobili, veicoli e motocicli","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","28.1","4","NACE"
"28.12","Fabbricazione di apparecchiature fluidodinamiche","Manufacture of fluid power equipment","28.1","4","NACE"
"28.13","Fabbricazione di altre pompe e compressori","Manufacture of other pumps and compressors","28.1","4","NACE"
"28.14","Fabbricazione di altri rubinetti e valvole","Manufacture of other taps and valves","28.1","4","NACE"
"28.15","Fabbricazione di cuscinetti, ingranaggi e organi di trasmissione","Manufacture of bearings, gears, gearing and driving elements","28.1","4","NACE"
"28.21","Fabbricazione di forni, caldaie e apparecchiature fisse per il riscaldamento domestico","Manufacture of ovens, furnaces and permanent household heating equipment","28.2","4","NACE"
"28.22","Fabbricazione di apparecchi di sollevamento e movimentazione","Manufacture of lifting and handling equipment","28.2","4","NACE"
"28.23","Fabbricazione di macchine e attrezzature per ufficio, esclusi computer e unità periferiche","Manufacture of office machinery and equipment, except computers and peripheral equipment","28.2","4","NACE"
"28.24","Fabbricazione di utensili portatili a motore","Manufacture of power-driven hand tools","28.2","4","NACE"
"28.25","Fabbricazione di apparecchiature di climatizzazione per uso non domestico","Manufacture of non-domestic air conditioning equipment","28.2","4","NACE"
"28.29","Fabbricazione di altre macchine di impiego generale n.c.a.","Manufacture of other general-purpose machinery n.e.c.","28.2","4","NACE"
"28.30","Fabbricazione di macchine per l'agricoltura e la silvicoltura","Manufacture of agricultural and forestry machinery","28.3","4","NACE"
"28.41","Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili per la lavorazione dei metalli","Manufacture of metal forming machinery and machine tools for metal work","28.4","4","NACE"
"28.42","Fabbricazione di altre macchine utensili","Manufacture of other machine tools","28.4","4","NACE"
"28.91","Fabbricazione di macchine per la metallurgia","Manufacture of machinery for metallurgy","28.9","4","NACE"
"28.92","Fabbricazione di macchine da miniera, cava e cantiere","Manufacture of machinery for mining, quarrying and construction","28.9","4","NACE"
"28.93","Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco","Manufacture of machinery for food, beverage and tobacco processing","28.9","4","NACE"
"28.94","Fabbricazione di macchine per l'industria tessile, dell'abbigliamento e del cuoio","Manufacture of machinery for textile, apparel and leather production","28.9","4","NACE"
"28.95","Fabbricazione di macchine per l'industria della carta e del cartone","Manufacture of machinery for paper and paperboard production","28.9","4","NACE"
"28.96","Fabbricazione di macchine per l'industria delle materie plastiche e della gomma","Manufacture of plastics and rubber machinery","28.9","4","NACE"
"28.97","Fabbricazione di macchine per la produzione additiva","Manufacture of additive manufacturing machinery","28.9","4","NACE"
"28.99","Fabbricazione di altre macchine per impieghi speciali n.c.a.","Manufacture of other special-purpose machinery n.e.c.","28.9","4","NACE"
"29.10","Fabbricazione di autoveicoli","Manufacture of motor vehicles","29.1","4","NACE"
"29.20","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi","Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers","29.2","4","NACE"
"29.31","Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli","Manufacture of electrical and electronic equipment for motor vehicles","29.3","4","NACE"
"29.32","Fabbricazione di altre parti e accessori per autoveicoli","Manufacture of other parts and accessories for motor vehicles","29.3","4","NACE"
"30.11","Costruzione di navi e di strutture galleggianti per scopi civili","Building of civilian ships and floating structures","30.1","4","NACE"
"30.12","Costruzione di imbarcazioni da diporto e sportive","Building of pleasure and sporting boats","30.1","4","NACE"
"30.13","Costruzione di navi e imbarcazioni per scopi militari","Building of military ships and vessels","30.1","4","NACE"
"30.20","Costruzione di locomotive e di materiale rotabile ferro-tranviario","Manufacture of railway locomotives and rolling stock","30.2","4","NACE"
"30.31","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi civili","Manufacture of civilian air and spacecraft and related machinery","30.3","4","NACE"
"30.32","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi militari","Manufacture of military air and spacecraft and related machinery","30.3","4","NACE"
"30.40","Fabbricazione di veicoli militari da combattimento","Manufacture of military fighting vehicles","30.4","4","NACE"
